description,url,District,R.,m²,Floor,Series,Price
"Attīstītājs tirgo 2-istabu dzīvokli, kas atrodas pagalma mājā re",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bekikj.html,Centre Alauksta 7a,2,36,2/2,Recon.,"125,000  €"
Attīstītājs piedāvā dzīvokļu īpašumos sadalītus pelnošus investī,https://www.ss.com/msg/en/real-estate/flats/riga/vecriga/bcnbic.html,Vecriga Pasta 6,1,18,4/6,Pre-war house,"70,840  €"
"Pārdodam 2 istabas dzīvokli, 2 stāvā, ar malkas apkuri. 
Izolēt",https://www.ss.com/msg/en/real-estate/flats/riga/daugavgriva/ajcdc.html,Daugavgriva Parades 1B,2,49,2/2,Spec. pr.,"26,500  €"
Izsmalcināts 3 – istabu mansarda dzīvoklis ar fantastisku skatu,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bdnbp.html,Centre Terbatas 97,3,118,6/6,Pre-war house,"199,950  €"
"Zeme īpašuma, nav kopīpašums. Tiek pārdots plašs dzīvoklis vēstu",https://www.ss.com/msg/en/real-estate/flats/riga/agenskalns/beipio.html,Agenskalns Kalnciema 7,2,50,3/3,Pre-war house,"51,500  €"
Piedāvājumā jaunizveidots dzīvoklis kvalitatīvā pirmskara mūra ē,https://www.ss.com/msg/en/real-estate/flats/riga/centre/dihkd.html,Centre Brivibas 138,3,52,5/6,Pre-war house,"101,010  €"
"2-istabu dzīvoklis Imantā, atbrīvots, bez apgrūtinājumiem un par",https://www.ss.com/msg/en/real-estate/flats/riga/imanta/hdnhp.html,Imanta Kurzemes pr. 16,2,53,4/5,Spec. pr.,"60,000 €"
Attīstītājs piedāvā dzīvokļu īpašumos sadalītus pelnošus investī,https://www.ss.com/msg/en/real-estate/flats/riga/vecriga/bfbjpf.html,Vecriga Pasta 6,1,15,1/6,Pre-war house,"59,130  €"
Pārdodu atbrīvotu 1-istabas dzīvokli bez remonta. Ēkai nav savas,https://www.ss.com/msg/en/real-estate/flats/riga/bolderaya/aomib.html,Bolderaya Admiralu 22,1,39,2/5,Sm.fam.,"28,998  €"
"Dzīvoklis parkā, Pārdaugavā, maz zināmā, bet patiesi unikālā vie",https://www.ss.com/msg/en/real-estate/flats/riga/ziepniekkalns/cpnxm.html,Ziepniekkalns Vienibas g. 87i,4,125,1/4,New,"215,000  €"
"Rīgas centrā tiek 2 istabu dzīvoklis

Iespēja iegādāties tikko",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcjnkf.html,Centre Brivibas 68,2,55,5/6,Recon.,"196,560  €"
Attīstītājs un īpašnieks – kompāniju grupa “R. Evolution” – pārd,https://www.ss.com/msg/en/real-estate/flats/riga/centre/fdkhj.html,Centre Strelnieku 5,4,123,1/7,New,"649,000  €"
"Piedāvājumā 3 istabu dzīvoklis Rīgā, vienā no zaļākajiem rajonie",https://www.ss.com/msg/en/real-estate/flats/riga/vecmilgravis/bxmcng.html,Vecmilgravis Stiebru 2,3,68,1/5,Lit pr.,"47,000  €"
Piedāvājam modernu 2 istabu dzīvokli daudzdzīvokļu ēku Rīgas cen,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bhjmp.html,Centre Akas 4,2,61,2/7,New,"215,000  €"
"Pagalma mājā saulains, kluss dzīvoklis. Dzīvojamā istaba apvieno",https://www.ss.com/msg/en/real-estate/flats/riga/centre/becnxk.html,Centre Barona 124,2,43,2/3,Pre-war house,"105,000  €"
Mansardtipa 3 istabu dzīvoklis ar terasi. Divu līmeņu dzīvoklis.,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bejxpd.html,Centre Artilerijas 7,3,110,5/6,Pre-war house,"165,000  €"
Pārdodu 2 istabu dzīvokli ar lodžiju un balkonu. Dzīvoklis atrod,https://www.ss.com/msg/en/real-estate/flats/riga/purvciems/bbodb.html,Purvciems Puces 43,2,78,2/8,New,"136,000  €"
Pārdodu dzīvokli Sarkandaugavas centrā. Ēka ir reģiona nozīmes J,https://www.ss.com/msg/en/real-estate/flats/riga/sarkandaugava/dblbe.html,Sarkandaugava Tilta 5,2,57,2/4,Pre-war house,"95,000  €"
Pārdošanā praktisks 3-istabu dzīvoklis ar zemiem komunālajiem ma,https://www.ss.com/msg/en/real-estate/flats/riga/purvciems/fjgke.html,Purvciems Virshu 3,3,76,4/9,119-th,"80,900  €"
"Labā, kvalitatīvā ķieģeļu mājā Ēriķu ielā 43 tiek pārdots plašs",https://www.ss.com/msg/en/real-estate/flats/riga/teika/dkfim.html,Teika Ieriku 43,3,80,2/5,Spec. pr.,"110,000  €"
"Exclusive gorgeous spacious facade apartment in the Vecriga. 
E",https://www.ss.com/msg/en/real-estate/flats/riga/vecriga/cionn.html,Vecriga Aspazijas boul. 30,3,102,2/5,Pre-war house,"450,000  €"
"Pārdodas mūsdienīgs, saulains un pilnīgi jauns 2 istabu dzīvokli",https://www.ss.com/msg/en/real-estate/flats/riga/ziepniekkalns/hfecl.html,Ziepniekkalns Tumes 27,2,38,1/6,New,"106,900  €"
"Pārdod ekskluzīvs dzīvoklis jaunajā prestižajā projektā. 
Dzīvo",https://www.ss.com/msg/en/real-estate/flats/riga/centre/boddx.html,Centre Strelnieku 7,3,86,5/7,New,"365,000  €"
"Plašs 1-istabu dzīvoklis 15 min no Rīgas centrā. Zvaniet, meili",https://www.ss.com/msg/en/real-estate/flats/riga/tornjakalns/adhkk.html,Tornjakalns Gimnastikas 19,1,21,2/2,Pre-war house,"11,780  €"
"Ekskluzīvs dizainera veidots 3-istabu dzīvoklis Vecrīgā. 

Arh",https://www.ss.com/msg/en/real-estate/flats/riga/vecriga/afbbb.html,Vecriga Marstalu 16,3,106,3/5,Recon.,"339,000  €"
Īpašnieks pārdod gaišu un mājīgu dzīvokli pašā Āgenskalna centrā,https://www.ss.com/msg/en/real-estate/flats/riga/agenskalns/blffjo.html,Agenskalns M. Nometnu 19,2,45,2/2,Pre-war house,"55,000  €"
Pārdod gaišu un plašu 3-istabu dzīvokli ar platību 70 m² vēsturi,https://www.ss.com/msg/en/real-estate/flats/riga/centre/cpbne.html,Centre Dzirnavu 132,3,70,5/6,Pre-war house,"139,000  €"
Īpašniece pārdod gaišu un plašu 3 istabu dzīvokli ar lodžiju zaļ,https://www.ss.com/msg/en/real-estate/flats/riga/ilguciems/hnlxx.html,Ilguciems Stures 9,3,67,4/5,Lit pr.,"80,000  €"
Tiek pārdots gaišs un mājīgs dzīvoklis ar patīkamu skatu Ziepnie,https://www.ss.com/msg/en/real-estate/flats/riga/ziepniekkalns/beklo.html,Ziepniekkalns Ozolciema 16 k-6,4,94,4/11,119-th,"94,500  €"
Pārdošanā vienistabas dzīvoklis projektā - Čiekurkalna Lofti.,https://www.ss.com/msg/en/real-estate/flats/riga/chiekurkalns/hijol.html,Chiekurkalns Chiekurkalna 7. cr. l.,1,19,3/4,New,"50,000  €"
"Pārdodu mājīgu 1 istabas dzīvokli klusā, zaļā un sakoptā apkaimē",https://www.ss.com/msg/en/real-estate/flats/riga/bolderaya/dkbld.html,Bolderaya Gobas 16,1,33,4/5,103-th,"35,000  €"
"Mājas pirmais un otrais stāvs, atsevišķas ieejas. Faktiski atsev",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bekmmp.html,Centre Latgales 108,Other,1000,1/3,Spec. pr.,"164,800  €"
Pārdošanā tiek piedāvāts likvīds investīciju objekts prestižajā,https://www.ss.com/msg/en/real-estate/flats/riga/agenskalns/bfllp.html,Agenskalns Uzvaras boul. 6,Other,210,1/2,Pre-war house,"225,800  €"
Tiek pārdots komerctelpu komplekss kapitālā ķieģeļu ēkā. Īpašums,https://www.ss.com/msg/en/real-estate/flats/riga/centre/cxndf.html,Centre Latgales 108,Other,1000,1/2,Spec. pr.,"164,800  €"
"Dzīvoklis 68 m², tajā skaitā plaša lodžija - 7, 1 m². 3 izolētas",https://www.ss.com/msg/en/real-estate/flats/riga/mezhciems/bexmdo.html,Mezhciems Malienas 3,3,68,5/5,103-th,"85,000  €"
"Продаётся 2-комнатная квартира, 103 серия, Рига, Саркандаугава.",https://www.ss.com/msg/en/real-estate/flats/riga/sarkandaugava/akome.html,Sarkandaugava Azhu 5,2,52,5/5,103-th,"55,000 €"
"Ekskluzīvs dizainera veidots 3-istabu dzīvoklis. 

Arhitekta P",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcbchf.html,Centre Marstalu 16,3,106,3/5,Recon.,"339,000  €"
Pārdošanā tiek piedāvāts elegants un mūsdienīgs 3 istabu dzīvokl,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcilcd.html,Centre Pulkv. Briezha 35,3,124,5/7,New,"352,000  €"
"Sakarā ar pārvākšanos, pārdodam dzīvokli Zeltiņu ielā 11, 5 stāv",https://www.ss.com/msg/en/real-estate/flats/riga/darzciems/deieh.html,Darzciems Zeltinu 11,2,53,5/5,103-th,"57,000  €"
"Silts, saulains dzīvoklis
 logi uz abām mājas pusēm
 augsti gr",https://www.ss.com/msg/en/real-estate/flats/riga/teika/ahxih.html,Teika Brivibas g. 326,2,65,5/5,Stalin project,"123,000  €"
"Mājīgs un saulaina dzīvoklis 8. stāvā, sakoptā mājā ar slēgtu te",https://www.ss.com/msg/en/real-estate/flats/riga/plyavnieki/cjbkl.html,Plyavnieki Salnas 21,2,47,8/9,New,"96,500  €"
"Pārdod mājīgu 2 istabu dzīvokli Čiekurkalnā. 

Ienākot dzīvokl",https://www.ss.com/msg/en/real-estate/flats/riga/chiekurkalns/fecne.html,Chiekurkalns Chiekurkalna 1. l. 41A,2,45,2/2,Pre-war house,"72,500  €"
Pārdod gaišu un mājīgu dzīvokli Slokas ielā 217 Platība: 38.28 m,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/aibdc.html,Imanta Slokas 217,2,38,5/5,Lit pr.,"41,000  €"
Lieliska iespējai iegādāties jaunu dzivokli Premiu klases ēkā “P,https://www.ss.com/msg/en/real-estate/flats/riga/centre/afnjf.html,Centre Marijas 4,1,22,5/5,Recon.,"86,000  €"
"Ekskluzīvs un kvalitatīvs remonts, augstas klases sadzīves tehni",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcifno.html,Centre Sermulinu 14,3,55,4/4,New,"180,000  €"
"Ja meklējat īpašumu ar plašām iespējām to pielāgot savām vēlmēm,",https://www.ss.com/msg/en/real-estate/flats/riga/centre/aekix.html,Centre Briana 17,4,87,1/2,Pre-war house,"69,000  €"
"Pārdodam mūsu ģimenes dzīvokli Rīgas centrā, Ģertrūdes ielā 103.",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bedpni.html,Centre Gertrudes 103,4,118,3/5,Pre-war house,"274,500  €"
"Dzīvoklis ar privātmājas sajūtu – ideāla izvēle tiem, kas vēlas",https://www.ss.com/msg/en/real-estate/flats/riga/agenskalns/bfxopc.html,Agenskalns M. Kuldigas 1,2,47,1/1,Priv.house,"40,000  €"
"Pārdod labiekārtotu un mājīgu dzīvokli, kas neprasa papildus Ieg",https://www.ss.com/msg/en/real-estate/flats/riga/plyavnieki/ixone.html,Plyavnieki Plavnieku 6,3,63,8/9,602-th,"79,900  €"
Pārdošanā pieejams gaišs un plašs 4 istabu dzīvoklis ar pārdomāt,https://www.ss.com/msg/en/real-estate/flats/riga/ziepniekkalns/codob.html,Ziepniekkalns Zalenieku 18,4,125,1/6,New,"216,500  €"
"Pārdod plašu 3 istabu dzīvokli 73, 4 m² platībā dzīvojamā projek",https://www.ss.com/msg/en/real-estate/flats/riga/mezhciems/begxkm.html,Mezhciems Veca Bikernieku 33,3,112,1/4,New,"182,000  €"
Pārdošanā nonācis saulains trīsistabu dzīvoklis ar lodžiju Centr,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bdpgdd.html,Centre Zirnu 5 K1,3,62,6/9,467-th,"79,800  €"
"Pārdod gaišu dzīvokli bez apdares Rīgas vēsturiskajā centrā, Kli",https://www.ss.com/msg/en/real-estate/flats/riga/centre/afoop.html,Centre Klijanu 22,3,57,8/8,Recon.,"50,290  €"
"Vieta, kur gribas izbaudīt katru detaļu. 
Ja esat morāli noguru",https://www.ss.com/msg/en/real-estate/flats/riga/imanta/bcbmdi.html,Imanta Progresa 2A,2,49,4/12,104-th,"118,500  €"
"Moderns dzīvoklis jaunā, renovētā projektā ar zemiem komunālajie",https://www.ss.com/msg/en/real-estate/flats/riga/shampeteris-pleskodale/bjgbxn.html,Shampeteris-Pleskodale Lielirbes 9A,3,47,3/4,Recon.,"119,000  €"
Ekskluzīvs dzīvoklis ar skatu pār Kronvalda parka koku galotnēm,https://www.ss.com/msg/en/real-estate/flats/riga/centre/fegjd.html,Centre Kalpaka boul. 7,4,107,4/5,Recon.,"542,000  €"
Plaša un privāta terase Rīgas Klusajā centrā - Kalpaka Rezidencē,https://www.ss.com/msg/en/real-estate/flats/riga/centre/afock.html,Centre Kalpaka boul. 7,3,155,5/5,Recon.,"595,000  €"
"Īpašnieks pārdod elegantu, premium klases dzīvoklis Rīgas centrā",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bxcgf.html,Centre Valdemara 37a,4,145,5/6,Pre-war house,"495,000  €"
Divu istabu dzīvoklis ar stāvvietu un noliktavu slēgtā dzīvojamā,https://www.ss.com/msg/en/real-estate/flats/riga/shampeteris-pleskodale/ahbdf.html,Shampeteris-Pleskodale Zalves 35,2,73,1/4,New,"140,000  €"
"Attīstītājs piedāvā dzīvokli projektā ""Katrīnas pagalms""

Dzīv",https://www.ss.com/msg/en/real-estate/flats/riga/centre/dbolg.html,Centre Katrinas d. 6,3,56,2/3,Recon.,"122,540  €"
Pārdod ērti iekārtotu dzīvokli ar stāvvietu Rīgas centrā ar visu,https://www.ss.com/msg/en/real-estate/flats/riga/centre/chbdp.html,Centre Brivibas 181,2,41,1/5,Czech pr.,"70,000  €"
Piedāvājumā no attīstītāja kompakts dzīvoklis Nr. 15 prestižajā,https://www.ss.com/msg/en/real-estate/flats/riga/centre/abmic.html,Centre Pulkv. Briezha 15,2,33,2/7,Recon.,"108,900  €"
Attīstītājs piedāvā iegādāties trīs istabu dzīvokli Nr. 16 proje,https://www.ss.com/msg/en/real-estate/flats/riga/centre/hboxm.html,Centre Skolas 17,3,61,2/7,New,"211,658  €"
Piedāvājumā no attīstītāja 3-istabu dzīvoklis Nr. 55B prestižajā,https://www.ss.com/msg/en/real-estate/flats/riga/centre/dmhfn.html,Centre Pulkv. Briezha 15,3,92,7/7,Recon.,"288,440  €"
Pārdod skaistu 3-istabu dizaina dzīvokli Mežciemā. Dzīvoklī ir v,https://www.ss.com/msg/en/real-estate/flats/riga/mezhciems/ammkn.html,Mezhciems Eizenshteina 79,3,53,9/9,602-th,"63,900 €"
"Plašs, elegants, kvalitatīvi remontēts dzīvoklis ar 2 guļamistab",https://www.ss.com/msg/en/real-estate/flats/riga/centre/abgli.html,Centre Chaka 49,3,104,6/6,Pre-war house,"250,000  €"
Ekskluzīvs divlīmeņu dzīvoklis īsta pērle pašā Vecrīgas sirdī. T,https://www.ss.com/msg/en/real-estate/flats/riga/centre/allle.html,Centre Audeju 10,4,126,6/7,Pre-war house,"267,000  €"
Īpašnieks pārdod gaišu un mājīgu 1 istabas dzīvokli vienā no pie,https://www.ss.com/msg/en/real-estate/flats/riga/agenskalns/bimmen.html,Agenskalns Agenskalna 22c,1,31,1/5,Chrusch.,"50,000  €"
Svaigs dzīvoklis pārdošanā. Pēc kapitālā remonta. Starpniekus un,https://www.ss.com/msg/en/real-estate/flats/riga/teika/aakhi.html,Teika Brivibas g. 234,2,48,1/5,Stalin project,"59,000  €"
Pārdodam plašu un gaišu 2-istabu dzīvokli prestižajā dzīvojamā k,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/epggl.html,Imanta Anninmuizhas boulevard,2,47,19/24,New,"115,000  €"
Tie pārdots tikko izremontēts divistabu dzīvoklis- jauni kanaliz,https://www.ss.com/msg/en/real-estate/flats/riga/ziepniekkalns/cimni.html,Ziepniekkalns Kekavas 11,2,39,2/3,Chrusch.,"64,000 €"
Pārdod mājīgu un kvalitatīvi iekārtotu 602. sērijas dzīvokli Ima,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/hbhhc.html,Imanta Kurzemes pr. 126,4,79,9/9,602-th,"115,000  €"
Pārdod divu līmeņu loft tipa dzīvokli projektā “Kalnciema kvartā,https://www.ss.com/msg/en/real-estate/flats/riga/agenskalns/bkfmmp.html,Agenskalns Valentina 16,3,64,2/3,New,"177,500  €"
Pārdod gaišu un mājīgu 1 istabas dzīvokli pēc kapitālā remonta p,https://www.ss.com/msg/en/real-estate/flats/riga/plyavnieki/gncjg.html,Plyavnieki Tinuzhu 14,1,32,1/9,602-th,"61,500  €"
Pārdošanā gaišs un silts trīsistabu dzīvoklis ar balkonu un zemi,https://www.ss.com/msg/en/real-estate/flats/riga/kengarags/egeco.html,Kengarags Rasas 2,3,60,3/5,Lit pr.,"61,000  €"
Pārdošanā jauns divistabu dzīvoklis projektā - Čiekurkalna Lofti,https://www.ss.com/msg/en/real-estate/flats/riga/chiekurkalns/bjplpc.html,Chiekurkalns Chiekurkalna 7. cr. l.,2,28,3/4,New,"72,000  €"
"Pārdošanā mājīgs, gaišs un mēbelēts dzīvoklis ar visu nepiecieša",https://www.ss.com/msg/en/real-estate/flats/riga/teika/dnijl.html,Teika Vijciema 8,2,31,2/4,New,"84,455  €"
"Pārdošanā mājīgs, gaišs un mēbelēts dzīvoklis ar visu nepiecieša",https://www.ss.com/msg/en/real-estate/flats/riga/mezhapark/dgexo.html,Mezhapark Gaujas 63,2,31,2/4,New,"84,455  €"
2 istabu dzīvoklis pilnībā restaurētā un siltinātā vēsturiskā ēk,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bexxkp.html,Centre Latgales 137,2,39,1/2,Recon.,"63,000  €"
"Starpniekus lūdzu netraucēt- ne ar klientiem, ne bez tiem. 
Pār",https://www.ss.com/msg/en/real-estate/flats/riga/centre/gelep.html,Centre Dzirnavu 149,3,100,4/4,Stalin project,"155,000 €"
"3 istabu dzīvoklis pārdošanā Sarkandaugavā, Priežu ielā 9 – netā",https://www.ss.com/msg/en/real-estate/flats/riga/sarkandaugava/gggkk.html,Sarkandaugava Priezhu 9,3,50,1/2,Pre-war house,"40,000  €"
Saulains 3 istabu dzīvoklis 602. sērijā ar lielisku skatu un vie,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/bdchf.html,Imanta M. Krūmu 18,3,64,9/9,602-th,"70,000  €"
"Dzīvoklim nepieciešams pilns remonts, tādēļ tas būs piemērots pi",https://www.ss.com/msg/en/real-estate/flats/riga/kengarags/bebmpo.html,Kengarags Latgales 279 k1,2,45,5/5,Lit pr.,"38,000  €"
"Īpašnieks pārdod mājīgu un ekonomisku dzīvokli Čiekurkalnā, Čiek",https://www.ss.com/msg/en/real-estate/flats/riga/chiekurkalns/hikbl.html,Chiekurkalns Chiekurkalna 5. cr. l.,1,30,2/2,Pre-war house,"27,900  €"
"Pārdod siltu, gaišu divistabu dzīvokli. Istabas caurstaigājamas,",https://www.ss.com/msg/en/real-estate/flats/riga/yugla/gjedn.html,Yugla Kveles 39,2,49,5/5,Lit pr.,"48,000  €"
"Īpašnieks pārdod 3 istabu dzīvokli 2 stāvu ķieģeļu mājā, 2 stāvā",https://www.ss.com/msg/en/real-estate/flats/riga/agenskalns/hhmjg.html,Agenskalns Tukuma 1,3,55,2/2,Pre-war house,"75,000  €"
Pārdodu 2 istabu dzīvokli ar privātu ieeju Nautrēnu ielā 20. Dzī,https://www.ss.com/msg/en/real-estate/flats/riga/yugla/amipe.html,Yugla Juglas 20,2,65,2/2,Pre-war house,"72,000  €"
Pārdodu dzīvokli pēc kosmētiskā remonta. Jautājumu gadījumā zvan,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/aokoi.html,Imanta Zentenes 49,1,30,5/5,103-th,"50,000  €"
Tiek pārdots 3-istabu dzīvoklis Ķengaragā Salaspils iela 6 k. 1.,https://www.ss.com/msg/en/real-estate/flats/riga/kengarags/adoge.html,Kengarags Salaspils 6/1,3,60,3/5,Lit pr.,"56,800 €"
Saulains divistabu dzīvoklis ar plašu terasi un savu dārza terit,https://www.ss.com/msg/en/real-estate/flats/riga/mezhciems/acfjm.html,Mezhciems Bikernieku 250,2,55,2/2,New,"109,000  €"
Tiek pārdots 2-istabu dzīvoklis Imantā Kleistu iela 6. Dzīvoklis,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/gdhgc.html,Imanta Kleistu 6,2,49,4/5,Lit pr.,"67,800 €"
Pārdod dzīvoklis Ģertrūdes ielas aplī vēsturiskā renovētā ēkā,https://www.ss.com/msg/en/real-estate/flats/riga/centre/hfekm.html,Centre Gertrudes 9,4,153,2/7,Pre-war house,"533,400  €"
Īpašnieks pārdod gaišu un mājīgu 1 istabas dzīvokli Āgenskalna c,https://www.ss.com/msg/en/real-estate/flats/riga/agenskalns/bkipld.html,Agenskalns Marupes 8,1,31,2/5,Pre-war house,"55,000  €"
Nekustamo īpašumu attīstītājs SIA Kbo pārdod funkcionālu 3 istab,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/bdponf.html,Imanta Akaciju 2F,3,76,3/9,New,"211,550  €"
Nekustamo īpašumu attīstītājs SIA Kbo piedāvā iegādāties 4-istab,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/bedncn.html,Imanta Akaciju 2F,4,78,2/9,New,"219,358  €"
Pēdējais Vienas guļamistabas dzīvoklis /M izmērs/ jaunajā projek,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/dndff.html,Imanta Akaciju 2F,2,51,7/9,New,"137,980  €"
Plašs divlīmeņu dzīvoklis ar pirti un autostāvvietu Āgenskalnā,https://www.ss.com/msg/en/real-estate/flats/riga/agenskalns/bepphc.html,Agenskalns M. Nometnu 1,4,154,8/9,Spec. pr.,"295,000  €"
Attīstītājs “Yit Latvija” piedāvā iegādāties jaunu 3 istabu dzīv,https://www.ss.com/msg/en/real-estate/flats/riga/agenskalns/bkjmoe.html,Agenskalns Zemaishu 7,3,70,4/6,New,"189,800 €"
Attīstītājs “Yit Latvija” piedāvā iegādāties jaunu 4 istabu dzīv,https://www.ss.com/msg/en/real-estate/flats/riga/agenskalns/cexfh.html,Agenskalns Zemaishu 7,4,92,4/6,New,"252,900 €"
"Piedāvājumā plašs, gaišs un funkcionāli plānots 3-istabu dzīvokl",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bbhil.html,Centre Republikas pl. 3,3,100,6/9,New,"195,000  €"
"Piedāvājumā pilnībā mēbelēts un aprīkots dzīvoklis Pasta ielā 6,",https://www.ss.com/msg/en/real-estate/flats/riga/vecriga/nbfdi.html,Vecriga Pasta 6,1,28,3/6,Pre-war house,"120,700  €"
